Wave Number,A_100 c,A_50 a,A_50 b,A_50 c,B_100 a,B_100 b,B_100 c,B_50 b,B_50 c,D_100 a,D_100 c,D_50 a,D_50 b,D_50 c,M_100 b,M_100 c,M_50 a,M_50 c,T2_100 a,T2_100 b,T2_100 c,T2_25 a,T2_25 b,T2_25 c,T2_50 b,T2_50 c,T2_75 b,T2_75 c,T_100 a,T_100 b,T_100 c,T_25 a,T_25 b,T_25 c,T_50 a,T_50 b,T_50 c,T_75 a,T_75 b,T_75 c,V1_0 a,V1_0 b,V2_0 d,V2_0 e,V2_0 f,V_0 a,V_0 b,V_0 c
1272.057,43.96638,35.51366,32.6363,37.69759,56.63235,42.49657,50.42913,36.24972,38.26017,59.25189,52.2381,38.60766,41.0789,38.70239,57.93336,56.1,44.69448,48.49667,49.84184,55.68276,47.49858,36.27855,31.96807,29.89229,40.75331,37.79868,42.10439,48.01272,48.8,53.7,51.9,27.8,29.4,29.7,32.6,33.1,31.3,41,40,43,26.17174,14.15935,25.0497,28.35198,28.90018,24.1,26.2,29.2
1273.021,45.21094,36.74397,33.8474,39.00104,58.33946,43.74562,51.79041,37.62403,39.61595,60.69953,53.62279,39.80335,42.37501,39.81018,59.3939,57.4,45.95292,49.98666,51.15814,57.32403,48.98623,37.76459,33.37271,31.13812,42.16985,39.29828,43.44714,49.586,50.2,55.2,53.5,29.1,30.6,30.9,33.8,34.4,32.6,42.2,41.3,44.3,27.25307,14.72284,26.1715,29.60127,30.20108,25.2,27.4,30.5
1273.985,46.54139,38.07085,35.13338,40.41088,60.19198,45.07649,53.27815,39.12978,41.09919,62.24062,55.10945,41.15977,43.77984,41.04765,60.92282,58.9,47.29643,51.53188,52.60511,59.09889,50.53405,39.35765,34.90324,32.48089,43.67568,40.94567,44.87944,51.27295,51.8,56.8,55.2,30.3,31.9,32.3,35.1,35.8,34,43.5,42.7,45.8,28.41745,15.34149,27.32677,30.94799,31.56542,26.4,28.6,31.8
1274.949,47.96337,39.48043,36.49539,41.91448,62.18813,46.50724,54.90918,40.75271,42.7123,63.88088,56.68501,42.66882,45.28747,42.40691,62.49832,60.4,48.72289,53.11074,54.19504,60.99919,52.14748,41.04942,36.5391,33.91171,45.26589,42.7169,46.4202,53.0678,53.5,58.5,57,31.7,33.2,33.7,36.6,37.3,35.4,44.9,44.2,47.4,29.65298,15.99675,28.50634,32.37755,32.98899,27.7,29.9,33.3
1275.914,49.47377,40.94794,37.92265,43.49289,64.31658,48.0491,56.69304,42.46601,44.44716,65.6153,58.33019,44.29948,46.8811,43.86496,64.09982,62,50.22206,54.7028,55.92984,63.00064,53.83243,42.82061,38.24769,35.41624,46.9324,44.57651,48.07608,54.96349,55.2,60.3,59,33,34.5,35.2,38.1,38.9,36.9,46.5,45.9,49,30.94041,16.66895,29.6982,33.86799,34.46498,29,31.2,34.8
1276.878,51.05931,42.44198,39.39352,45.12377,66.56168,49.7016,58.62966,44.23472,46.28508,67.43104,60.02301,46.0061,48.5379,45.38889,65.70953,63.7,51.77378,56.29183,57.80263,65.07335,55.59332,44.64188,39.98824,36.97499,48.66714,46.48528,49.84287,56.95363,57.1,62.2,61,34.4,35.9,36.7,39.8,40.5,38.4,48.1,47.6,50.8,32.25765,17.34583,30.89104,35.39222,35.97971,30.3,32.5,36.3
1277.842,52.69572,43.9293,40.87835,46.78154,68.90516,51.44896,60.70571,46.02057,48.19563,69.31041,61.73917,47.73768,50.23248,46.94115,67.31003,65.3,53.3472,57.86532,59.7976,67.19115,57.42922,46.47503,41.71639,38.56286,50.46041,48.40464,51.70637,59.02817,59,64.2,63.2,35.7,37.4,38.2,41.4,42.2,39.9,49.9,49.5,52.7,33.58262,18.02572,32.07519,36.92044,37.50905,31.6,33.8,37.9
1278.806,54.34785,45.37866,42.34264,48.43497,71.3234,53.25964,62.89082,47.78503,50.13517,71.23132,63.44954,49.44394,51.93687,48.48241,68.8795,67,54.90171,59.41077,61.88813,69.3357,59.32889,48.2749,43.38796,40.14845,52.29498,50.29688,53.64125,61.16478,61,66.4,65.3,37,38.8,39.7,43.2,43.9,41.4,51.7,51.3,54.6,34.89296,18.71369,33.24014,38.42147,39.01696,32.8,35.1,39.4
1279.771,55.9713,46.76245,43.74913,50.04416,73.78243,55.08947,65.1357,49.49039,52.04666,73.16415,65.11691,51.07677,53.6174,49.97157,70.38724,68.5,56.39011,60.91004,64.03465,71.49438,61.26701,49.99214,44.96137,41.69415,54.13919,52.1224,55.60855,63.32048,63.1,68.6,67.5,38.2,40.2,41.1,44.8,45.6,42.9,53.6,53.2,56.4,36.16349,19.41301,34.36968,39.86247,40.45702,33.9,36.3,40.9
1280.735,57.51571,48.05588,45.0587,51.55944,76.23346,56.88768,67.37417,51.09913,53.86243,75.06679,66.69452,52.58828,55.23059,51.36417,71.79211,70,57.76305,62.33437,66.18452,73.65329,63.20322,51.57687,46.39839,43.15751,55.94306,53.837,57.55402,65.42922,65.1,70.8,69.7,39.3,41.4,42.4,46.4,47.1,44.3,55.4,55,58.3,37.36312,20.11615,35.43781,41.20745,41.77682,35,37.4,42.3
1281.699,58.92921,49.23471,46.23068,52.92402,78.6123,58.6035,69.52916,52.57288,55.51046,76.88058,68.12877,53.92838,56.72118,52.61159,73.04549,71.3,58.97437,63.64211,68.27519,75.78896,65.08475,52.98251,47.66368,44.49397,57.64045,55.39209,59.40988,67.4082,67.1,73,71.9,40.2,42.6,43.6,47.8,48.5,45.6,57.1,56.6,60,38.45382,20.79991,36.4079,42.41582,42.92396,36,38.4,43.5
1282.663,60.16304,50.27274,47.22354,54.08009,80.84394,60.19119,71.52158,53.87182,56.92312,78.53065,69.36578,55.04551,58.02474,53.66296,74.0975,72.4,59.9851,64.78039,70.24023,77.86231,66.85234,54.16869,48.7241,45.66008,59.15731,56.73846,61.10114,69.17184,69,75.1,74,41.1,43.5,44.6,49.1,49.7,46.7,58.7,58.1,61.7,39.39257,21.42724,37.23668,43.4423,43.85233,36.9,39.2,44.5
1283.628,61.17485,51.14045,47.99685,54.97641,82.85062,61.6116,73.27914,54.95494,58.04572,79.93181,70.35953,55.89138,59.075,54.47015,74.90443,73.2,60.76551,65.69048,72.01607,79.81675,68.44717,55.10206,49.54826,46.61621,60.42319,57.83241,62.55535,70.64803,70.7,76.9,75.9,41.7,44.3,45.4,50.1,50.6,47.7,60,59.4,63.1,40.1361,21.9549,37.88149,44.2391,44.52673,37.5,39.9,45.4
1284.592,61.92963,51.80544,48.51439,55.57436,84.56091,62.83036,74.74205,55.78139,58.84202,80.99943,71.07813,56.42868,59.81371,54.99425,75.43415,73.8,61.29427,66.31542,73.54693,81.58054,69.81662,55.75521,50.10715,47.32774,61.38167,58.64139,63.71278,71.78973,72.2,78.5,77.6,42.3,44.8,46,50.9,51.2,48.4,61.1,60.4,64.3,40.64623,22.3436,38.30796,44.76041,44.92497,38,40.2,46
1285.556,62.39869,52.23431,48.74778,55.85018,85.91621,63.81385,75.86427,56.31233,59.29442,81.66209,71.50529,56.63783,60.19958,55.21118,75.66784,74,61.55563,66.60813,74.78635,83.07237,70.91674,56.10413,50.37562,47.76504,61.99605,59.14648,64.53333,72.57693,73.4,79.8,79,42.6,45,46.3,51.4,51.6,48.9,61.9,61.1,65.3,40.89396,22.56647,38.49466,44.96812,45.03702,38.2,40.4,46.3
1286.52,62.55791,52.39565,48.6796,55.79302,86.87255,64.52571,76.61082,56.5133,59.39946,81.87249,71.63631,56.51936,60.21284,55.11405,75.59805,73.9,61.53605,66.53807,75.6953,84.20861,71.7113,56.12624,50.33463,47.90297,62.24899,59.34067,64.99773,73.00889,74.1,80.6,80.1,42.7,45,46.4,51.7,51.7,49.2,62.4,61.5,65.8,40.86122,22.61259,38.43333,44.83752,44.86213,38.1,40.2,46.4
1287.484,62.38713,52.26316,48.30531,55.40095,87.39835,64.92625,76.9537,56.35707,59.16074,81.61365,71.47089,56.09034,59.85443,54.71162,75.22523,73.5,61.22224,66.09546,76.23944,84.91153,72.16859,55.80054,49.97365,47.72135,62.13761,59.22382,65.10304,73.09066,74.5,81,80.8,42.6,44.7,46.1,51.7,51.5,49.1,62.5,61.6,66,40.54073,22.4853,38.12519,44.36169,44.40544,37.7,39.8,46.1
1288.449,61.87178,51.81865,47.63352,54.6776,87.46962,64.97585,76.86983,55.82684,58.58316,80.89935,71.00671,55.37612,59.14066,54.02368,74.55464,72.8,60.60208,65.29243,76.38735,85.11771,72.25845,55.11075,49.2927,47.20722,61.66758,58.79709,64.85497,72.82113,74.5,81,80.9,42.1,44.1,45.6,51.4,51,48.8,62.3,61.4,65.7,39.9349,22.19706,37.57634,43.55347,43.67574,37.1,39.2,45.5
1289.413,61.00673,51.05472,46.68471,53.63176,87.06617,64.64177,76.34264,54.91982,57.67125,79.7694,70.23732,54.40141,58.09669,53.0755,73.59586,71.8,59.66879,64.16116,76.11211,84.78654,71.95229,54.05094,48.30334,46.35865,60.84927,58.05996,64.26037,72.18843,74.1,80.5,80.6,41.4,43.3,44.9,50.8,50.2,48.1,61.7,60.9,65.1,39.05533,21.76416,36.79503,42.4445,42.6851,36.3,38.3,44.6
1290.377,59.80097,49.97704,45.48897,52.28058,86.17089,63.90585,75.36738,53.65051,56.43193,78.28174,69.15638,53.18473,56.75161,51.89351,72.36429,70.7,58.42709,62.74918,75.39599,83.90705,71.22663,52.63152,47.02863,45.18912,59.69783,57.01134,63.32365,71.1748,73.3,79.6,79.8,40.4,42.3,43.8,49.8,49.2,47.1,60.7,60,64,37.92311,21.20373,35.79277,41.08147,41.45044,35.2,37.2,43.4
1291.341,58.28112,48.606,44.08328,50.65409,84.77335,62.77027,73.95723,52.05262,54.88025,76.50315,67.76624,51.73902,55.13719,50.50335,70.88361,69.3,56.89916,61.11292,74.23632,82.50143,70.07018,50.88339,45.50177,43.73028,58.23614,55.65454,62.04818,69.76855,72.1,78.2,78.4,39.2,41.1,42.5,48.5,47.8,45.9,59.3,58.8,62.7,36.56966,20.53372,34.58813,39.52039,39.99555,34,35.9,41.9
1292.306,56.49197,46.97737,42.50902,48.79842,82.8767,61.25939,72.14732,50.17857,53.04495,74.50085,66.08698,50.07799,53.29008,48.93064,69.187,67.7,55.12761,59.31051,72.65028,80.62327,68.49146,48.8581,43.76405,42.03177,56.49818,54.00391,60.44201,67.97712,70.5,76.4,76.6,37.6,39.7,41,46.9,46.2,44.3,57.6,57.3,61,35.03679,19.77455,33.21079,37.8202,38.35252,32.6,34.4,40.2
1293.27,54.49348,45.1415,40.80998,46.77512,80.50568,59.41778,69.99414,48.0961,50.97102,72.33612,64.16167,48.22527,51.25528,47.20331,67.31625,66,53.1744,57.39572,70.67652,78.35016,66.52498,46.62394,41.86236,40.1572,54.53036,52.09037,58.52551,65.83553,68.6,74.3,74.4,35.9,38.1,39.3,45,44.4,42.6,55.7,55.4,59,33.375,18.95009,31.70255,36.03734,36.56178,31.1,32.8,38.4
1294.234,52.35521,43.16091,39.03106,44.65588,77.71331,57.30574,67.57035,45.88237,48.71839,70.06087,62.0548,46.22193,49.0885,45.35469,65.31928,64.2,51.11533,55.41456,68.37347,75.77267,64.23322,44.25927,39.84747,38.17731,52.38985,49.96384,56.33792,63.40689,66.4,71.9,71.8,34.1,36.5,37.5,43,42.4,40.7,53.6,53.4,56.8,31.63996,18.08674,30.11397,34.22252,34.67087,29.6,31.1,36.4
1295.198,50.15019,41.10659,37.21792,42.51434,74.58405,54.99498,64.95746,43.617,46.35734,67.71825,59.84462,44.12888,46.85544,43.42646,63.24761,62.3,49.03221,53.40558,65.81594,72.98338,61.70382,41.84551,37.77329,36.16248,50.14079,47.6921,53.94075,60.77566,63.9,69.2,69,32.2,34.7,35.6,40.9,40.3,38.8,51.4,51.2,54.5,29.88821,17.21059,28.49743,32.42006,32.73296,28,29.3,34.4
1296.163,47.95044,39.0535,35.41733,40.41807,71.23254,52.5659,62.23956,41.37598,43.9632,65.34686,57.61267,42.02266,44.62749,41.47055,61.15566,60.4,47.00444,51.40351,63.09164,70.06993,59.04291,39.46194,35.69744,34.17714,47.85052,45.35654,51.41685,58.03775,61.4,66.4,66.2,30.4,33,33.8,38.8,38.1,36.9,49.1,49,52.1,28.17354,16.34476,26.89964,30.66902,30.80544,26.4,27.6,32.5
1297.127,45.82506,37.07579,33.67761,38.42391,67.7975,50.10645,59.50051,39.22762,41.6122,62.98764,55.43449,39.98605,42.47545,39.5495,59.10186,58.6,45.10228,49.4444,60.29885,67.11449,56.36574,37.18308,33.68181,32.27745,45.58735,43.04587,48.86555,55.29168,58.8,63.5,63.2,28.6,31.2,31.9,36.8,36,35,46.9,46.8,49.7,26.54477,15.50827,25.35718,29.00512,28.9488,25,26,30.5
1298.091,43.83964,35.24194,32.04807,36.57782,64.43118,47.71068,56.82438,37.23085,39.37906,60.69082,53.3747,38.09647,40.46269,37.73412,57.14995,56.9,43.38219,47.56953,57.54421,64.19824,53.78679,35.07761,31.79126,30.51189,43.4199,40.84838,46.39435,52.6332,56.2,60.6,60.4,26.9,29.4,30.2,34.8,34.1,33.2,44.7,44.7,47.4,25.04501,14.71735,23.89684,27.4623,27.22457,23.6,24.4,28.7
1299.055,42.05474,33.60988,30.57652,34.91756,61.28517,45.47447,54.29629,35.4345,37.33507,58.51955,51.48634,36.41556,38.64003,36.09761,55.36765,55.3,41.88426,45.82545,54.93807,61.40686,51.40978,33.20657,30.08909,28.92257,41.41598,38.84321,44.10812,50.1524,53.7,57.8,57.7,25.5,27.8,28.6,33.1,32.3,31.6,42.7,42.7,45.2,23.71078,13.98759,22.54004,26.07281,25.69129,22.4,23.1,27.1
1300.02,40.52139,32.22152,29.3042,33.47465,58.49389,43.48659,52.00017,33.87617,35.54429,56.54692,49.81253,34.98214,37.04263,34.70597,53.82019,53.9,40.63039,44.25875,52.5852,58.83128,49.31844,31.61893,28.62868,27.54495,39.63854,37.09142,42.09678,47.93014,51.5,55.3,55.3,24.2,26.4,27.3,31.5,30.7,30.2,40.9,40.9,43.2,22.56966,13.33503,21.30808,24.8648,24.39777,21.3,21.9,25.7
1300.984,39.27316,31.09744,28.25893,32.27224,56.1574,41.81566,50.01052,32.57908,34.05603,54.84513,48.38673,33.80896,35.68876,33.6058,52.55875,52.7,39.62275,42.90679,50.57044,56.55994,47.56786,30.34437,27.44301,26.40405,38.13709,35.62755,40.42278,46.03094,49.6,53.2,53.2,23.2,25.2,26.1,30.3,29.4,29,39.4,39.3,41.4,21.63586,12.774,20.22425,23.8568,23.37428,20.4,20.9,24.5
1301.948,38.3172,30.23215,27.44791,31.31873,54.32637,40.49619,48.37876,31.54716,32.89427,53.46843,47.22924,32.88272,34.57925,32.81199,51.60646,51.8,38.84248,41.78711,48.94234,54.66267,46.17756,29.38491,26.53513,25.50797,36.93592,34.45367,39.11025,44.49198,48.1,51.5,51.4,22.4,24.3,25.2,29.3,28.4,28,38.2,37.9,39.9,20.90484,12.3122,19.31043,23.05033,22.62398,19.7,20.2,23.6
1302.912,37.62764,29.59201,26.85276,30.59954,52.99221,39.51812,47.11808,30.75994,32.04711,52.43511,46.34015,32.16668,33.6971,32.29931,50.94729,51,38.24998,40.88988,47.70013,53.17107,45.12748,28.7089,25.8729,24.84085,36.02293,33.53742,38.13869,43.31152,46.9,50.3,50,21.9,23.6,24.5,28.6,27.7,27.1,37.3,36.9,38.8,20.34946,11.94482,18.57879,22.42408,22.11746,19.2,19.6,23
1303.876,37.14537,29.11722,26.42924,30.07161,52.08525,38.82464,46.19289,30.16997,31.46102,51.715,45.69181,31.60537,33.00753,32.00173,50.52281,50.5,37.78754,40.17668,46.78948,52.06304,44.35883,28.25067,25.39099,24.35898,35.34442,32.81594,37.44352,42.44218,46,49.5,49,21.5,23.1,24,28.1,27.2,26.5,36.7,36.1,37.8,19.92035,11.65128,18.02215,21.93326,21.79347,18.8,19.3,22.6
1304.841,36.78595,28.7294,26.11288,29.66438,51.48322,38.32023,45.51834,29.70551,31.04422,51.22847,45.22569,31.13142,32.45923,31.82155,50.2399,50.1,37.38561,39.58678,46.11039,51.25856,43.7807,27.91771,25.00067,23.99286,34.80976,32.20578,36.9253,41.79402,45.3,49,48.2,21.1,22.7,23.5,27.8,26.8,26,36.2,35.6,37.1,19.55224,11.39724,17.60797,21.51541,21.56724,18.5,19,22.4
1305.805,36.45429,28.34409,25.82946,29.28904,51.02939,37.88783,44.97228,29.27941,30.68064,50.85877,44.85714,30.67412,31.98793,31.64717,49.98833,49.8,36.97199,39.04939,45.53595,50.63074,43.28261,27.60457,24.60589,23.65638,34.30678,31.61728,36.46673,41.24854,44.8,48.5,47.6,20.8,22.4,23,27.4,26.6,25.5,35.8,35.1,36.5,19.17518,11.14216,17.2801,21.10089,21.34531,18.2,18.8,22.2
1306.769,36.06238,27.88598,25.50749,28.85485,50.55744,37.41068,44.41767,28.80308,30.25169,50.47531,44.48858,30.16892,31.52274,31.37501,49.66317,49.4,36.48244,38.49777,44.93734,50.02985,42.75098,27.21003,24.1215,23.26136,33.72397,30.96995,35.95382,40.68093,44.3,48,47,20.3,22,22.5,27.1,26.2,24.9,35.3,34.6,35.9,18.72781,10.8502,16.96885,20.62487,21.04318,17.8,18.5,21.9
1307.733,35.54435,27.30283,25.08898,28.28799,49.91796,36.79309,43.72926,28.20199,29.66012,49.96095,44.02795,29.5666,30.99509,30.92941,49.18546,48.9,35.87032,37.88066,44.20785,49.31366,42.08676,26.65329,23.48887,22.73397,32.97306,30.20506,35.29602,39.98391,43.6,47.3,46.4,19.8,21.4,21.9,26.6,25.8,24.3,34.6,34,35.2,18.16849,10.50012,16.60641,20.03799,20.60056,17.4,18.1,21.4
1308.698,34.86483,26.57399,24.53596,27.54685,49.00122,35.97523,42.81714,27.4287,28.84884,49.2354,43.40665,28.84019,30.34892,30.2751,48.51455,48.2,35.11295,37.16781,43.27974,48.37519,41.22018,25.88544,22.68472,22.02841,32.00534,29.2923,34.44039,39.08615,42.8,46.4,45.6,19.1,20.8,21.1,25.9,25.2,23.6,33.7,33.3,34.4,17.48096,10.09002,16.14238,19.31342,19.99015,16.8,17.5,20.8
1309.662,34.01899,25.71086,23.83198,26.62856,47.75195,34.93897,41.64086,26.46972,27.80933,48.26781,42.59168,27.98747,29.54974,29.41913,47.64956,47.5,34.21309,36.34901,42.13027,47.1601,40.1197,24.89418,21.72138,21.13413,30.81711,28.22973,33.37623,37.96064,41.7,45.1,44.6,18.3,20,20.2,25,24.4,22.7,32.6,32.3,33.4,16.67325,9.634996,15.55393,18.44936,19.21791,16.1,16.8,20
1310.626,33.02596,24.74944,22.97977,25.56511,46.17372,33.7049,40.21111,25.34481,26.57762,47.07603,41.58859,27.0284,28.59011,28.40274,46.62107,46.6,33.1955,35.42882,40.77715,45.67014,38.79345,23.70179,20.63938,20.07523,29.44432,27.03848,32.13015,36.62227,40.3,43.6,43.3,17.4,19,19.2,24,23.3,21.7,31.3,31.1,32.2,15.77132,9.159125,14.8478,17.46667,18.31579,15.2,16,19
1311.59,31.91948,23.73762,21.99725,24.41116,44.32251,32.32259,38.58064,24.09927,25.22018,45.71428,40.43531,25.99802,27.49,27.28718,45.47728,45.6,32.09981,34.4201,39.26692,43.95435,37.2836,22.35778,19.49518,18.9024,27.94934,25.75501,30.75412,35.11772,38.7,41.9,41.9,16.4,17.9,18.2,22.9,22.1,20.6,29.8,29.7,30.8,14.81035,8.685771,14.05422,16.40319,17.33038,14.3,15.1,17.9
1312.555,30.7393,22.72166,20.91375,23.22867,42.29138,30.85729,36.82812,22.79204,23.81479,44.25491,39.18977,24.93723,26.2916,26.13846,44.27033,44.6,30.97172,33.33965,37.66092,42.09245,35.65575,20.92826,18.3477,17.68034,26.40515,24.42347,29.31074,33.51228,37,40,40.2,15.4,16.8,17.1,21.7,20.9,19.5,28.3,28.2,29.4,13.82712,8.230575,13.21545,15.30652,16.31112,13.3,14,16.7
1313.519,29.52551,21.73594,19.76734,22.07317,40.18972,29.37644,35.04063,21.48298,22.43237,42.77046,37.91571,23.88447,25.05001,25.01552,43.04665,43.5,29.8547,32.20689,36.02292,40.17657,33.98569,19.48415,17.24704,16.47391,24.8814,23.0895,27.86009,31.87754,35.2,38.2,38.5,14.4,15.7,16.1,20.4,19.6,18.4,26.8,26.7,28,12.85521,7.799527,12.37351,14.22682,15.30153,12.3,13,15.5
1314.483,28.3158,20.79859,18.60247,20.98543,38.12175,27.93876,33.29858,20.22229,21.12455,41.32098,36.6708,22.87034,23.82191,23.96381,41.84274,42.5,28.78396,31.04508,34.41055,38.29528,32.34635,18.09052,16.22735,15.33658,23.43513,21.79538,26.45074,30.28189,33.4,36.4,36.8,13.5,14.6,15.2,19.2,18.4,17.3,25.4,25.3,26.6,11.92312,7.391483,11.56078,13.21011,14.33464,11.4,12,14.3
1315.447,27.1438,19.91309,17.46667,19.98913,36.16898,26.58717,31.66551,19.04428,19.91911,39.94836,35.49899,21.91602,22.65503,23.01372,40.68511,41.4,27.78326,29.88268,32.8704,36.52208,30.79707,16.79842,15.30427,14.30321,22.10619,20.5761,25.11587,28.78342,31.8,34.7,35.1,12.7,13.6,14.3,18.1,17.3,16.3,24.1,23.9,25.3,11.05396,7.002231,10.79569,12.29198,13.43205,10.5,11.1,13.2
1316.411,26.03727,19.07425,16.4055,19.0929,34.38006,25.34589,30.18297,17.9659,18.82253,38.67653,34.42735,21.03443,21.5809,22.18141,39.59203,40.5,26.86459,28.75272,31.4358,34.9081,29.37678,15.64024,14.47652,13.38818,20.91608,19.45592,23.87332,27.42428,30.3,33.1,33.5,11.9,12.7,13.5,17,16.3,15.3,22.9,22.6,24.1,10.26503,6.627262,10.08361,11.49234,12.60516,9.72,10.3,12.2
1317.376,25.01521,18.2754,15.45625,18.29421,32.7696,24.22113,28.86945,16.98954,17.82693,37.51511,33.46601,20.23245,20.61265,21.47004,38.5749,39.6,26.02979,27.68932,30.12604,33.47843,28.10242,14.62829,13.73033,12.58821,19.86871,18.44573,22.72815,26.22589,29.1,31.7,32.1,11.3,11.9,12.7,16.1,15.6,14.5,21.8,21.5,23.1,9.566782,6.262179,9.421112,10.81244,11.85697,9.02,9.63,11.4
1318.34,24.08523,17.5137,14.64197,17.58282,31.32526,23.20456,27.72261,16.10799,16.91806,36.46367,32.60981,19.51268,19.74788,20.87041,37.63888,38.8,25.27369,26.72206,28.94681,32.23172,26.97191,13.75636,13.04551,11.8885,18.95241,17.54213,21.67652,25.18619,28,30.4,30.8,10.7,11.3,12,15.2,14.9,13.7,20.8,20.6,22.2,8.961289,5.901733,8.801396,10.23517,11.1838,8.4,9.1,10.6
1319.304,23.24292,16.79184,13.96797,16.94327,30.02004,22.27875,26.72384,15.30972,16.0818,35.51522,31.84131,18.87414,18.97536,20.36191,36.7832,38.1,24.5876,25.87021,27.89205,31.1435,25.97001,13.00392,12.4016,11.26982,18.14339,16.72976,20.70997,24.28089,27,29.3,29.6,10.1,10.8,11.3,14.4,14.3,13,19.8,19.8,21.4,8.441472,5.53945,8.219004,9.729779,10.57663,7.88,8.68,9.98
1320.268,22.47455,16.116,13.42223,16.3573,28.82547,21.42369,25.8446,14.58265,15.30804,34.65879,31.13503,18.31205,18.28283,19.91512,36.00248,37.4,23.96249,25.13939,26.94769,30.173,25.07478,12.34257,11.78297,10.71463,17.41113,15.98729,19.81943,23.4701,26.1,28.2,28.6,9.6,10.4,10.6,13.7,13.8,12.4,19,19.1,20.7,7.99226,5.169214,7.672876,9.260243,10.02247,7.43,8.34,9.41
1321.233,21.76311,15.49198,12.98007,15.80676,27.721,20.62278,25.05374,13.91623,14.59208,33.88183,30.46309,17.81781,17.66297,19.49694,35.2897,36.8,23.39111,24.52179,26.09653,29.27323,24.26304,11.74347,11.18152,10.21045,16.72537,15.29581,18.9985,22.70967,25.3,27.3,27.7,9.13,10,9.95,13.1,13.2,11.8,18.2,18.5,20,7.594551,4.788876,7.167574,8.795606,9.506418,7.05,8.03,8.9
1322.197,21.09542,14.92128,12.61172,15.27687,26.69703,19.86676,24.32431,13.30247,13.9346,33.17258,29.80193,17.37936,17.11546,19.07766,34.63998,36.3,22.86853,24.00006,25.32299,28.40251,23.5148,11.18373,10.59685,9.749993,16.06326,14.64568,18.24529,21.96382,24.5,26.4,26.8,8.68,9.68,9.33,12.5,12.7,11.3,17.5,17.9,19.4,7.231155,4.404432,6.712414,8.318702,9.015078,6.7,7.71,8.43
1323.161,20.46743,14.39943,12.28988,14.75875,25.75157,19.15455,23.63815,12.73628,13.34033,32.52243,29.13849,16.98245,16.64458,18.63838,34.05373,35.7,22.39136,23.55257,24.61574,27.53462,22.81625,10.64972,10.03386,9.328677,15.41433,14.03856,17.56205,21.21446,23.8,25.6,26,8.25,9.3,8.75,12,12.1,10.8,16.8,17.4,18.8,6.891991,4.032413,6.318212,7.830032,8.540381,6.39,7.36,7.99
1324.125,19.88524,13.91688,11.99461,14.25044,24.88414,18.49099,22.98705,12.21541,12.8151,31.92724,28.4741,16.61254,16.25368,18.17618,33.53707,35.2,21.95644,23.15802,23.96721,26.66436,22.16114,10.13655,9.498864,8.940947,14.78135,13.48314,16.95288,20.46369,23.1,24.8,25.2,7.85,8.89,8.21,11.5,11.4,10.3,16.3,16.9,18.2,6.575406,3.698107,5.992286,7.34507,8.081882,6.1,6.97,7.58
1325.09,19.36156,13.46229,11.71423,13.75623,24.09083,17.88299,22.37033,11.73962,12.36097,31.38701,27.82416,16.25709,15.93908,17.70439,33.09908,34.8,21.55979,22.79775,23.37055,25.80632,21.54983,9.644768,8.995778,8.577666,14.1763,12.98663,16.41991,19.72862,22.4,24.1,24.5,7.47,8.48,7.72,11.1,10.7,9.85,15.8,16.3,17.6,6.284799,3.428952,5.733797,6.886235,7.64582,5.83,6.53,7.2
1326.054,18.90939,13.02703,11.44337,13.28487,23.36341,17.33578,21.79035,11.30941,11.97183,30.90391,27.21363,15.90784,15.68655,17.24764,32.74649,34.4,21.19676,22.45634,22.81605,24.98745,20.98637,9.17627,8.523819,8.226045,13.6132,12.54655,15.95978,19.03133,21.8,23.4,23.7,7.12,8.06,7.3,10.7,10.1,9.43,15.4,15.7,17,6.023311,3.24479,5.531838,6.472996,7.241265,5.58,6.07,6.85
1327.018,18.53603,12.60908,11.17981,12.84705,22.69215,16.85093,21.24823,10.92491,11.63289,30.47951,26.66945,15.56175,15.47245,16.8328,32.47837,34,20.86316,22.12162,22.28955,24.23656,20.47507,8.731664,8.077825,7.872724,13.10072,12.14722,15.56219,18.38861,21.3,22.8,23.1,6.8,7.67,6.94,10.4,9.55,9.05,15,15.2,16.4,5.790566,3.148771,5.367002,6.114357,6.875561,5.37,5.61,6.53
1327.982,18.23989,12.21491,10.92179,12.4524,22.07039,16.42664,20.74187,10.58536,11.32573,30.11269,26.2126,15.22028,15.2694,16.47956,32.28323,33.7,20.55688,21.78521,21.77453,23.57503,20.01759,8.310045,7.650926,7.508864,12.63795,11.76346,15.21154,17.80608,20.8,22.1,22.4,6.5,7.32,6.65,10.1,9.06,8.73,14.7,14.6,15.8,5.583171,3.123138,5.215423,5.806626,6.551378,5.19,5.16,6.23
1328.947,18.01116,11.85824,10.66701,12.10666,21.49858,16.05966,20.26693,10.28926,11.03588,29.79889,25.85256,14.8874,15.05438,16.19384,32.13984,33.4,20.27867,21.4438,21.25734,23.0117,19.61168,7.910926,7.238457,7.134949,12.21516,11.37043,14.89121,17.27883,20.5,21.5,21.8,6.22,7.01,6.41,9.8,8.67,8.46,14.3,14,15.2,5.397037,3.13277,5.054181,5.536866,6.266468,5.04,4.77,5.95
