Wave Number,A_100 c,A_50 a,A_50 b,A_50 c,B_100 a,B_100 b,B_100 c,B_50 b,B_50 c,D_100 a,D_100 c,D_50 a,D_50 b,D_50 c,M_100 b,M_100 c,M_50 a,M_50 c,T2_100 a,T2_100 b,T2_100 c,T2_25 a,T2_25 b,T2_25 c,T2_50 b,T2_50 c,T2_75 b,T2_75 c,T_100 a,T_100 b,T_100 c,T_25 a,T_25 b,T_25 c,T_50 a,T_50 b,T_50 c,T_75 a,T_75 b,T_75 c,V1_0 a,V1_0 b,V2_0 d,V2_0 e,V2_0 f,V_0 a,V_0 b,V_0 c
670.3751,16.59197,9.894691,8.404286,10.21899,19.54317,14.15311,17.38561,7.766651,8.136902,30.3843,26.58305,13.197,13.50713,15.00514,32.84698,33.1,19.31934,19.99888,18.31356,20.19237,16.95809,5.240465,4.503366,4.575872,8.756622,7.811201,11.7114,14.1995,17.9,19.5,20,3.29,4.18,3.69,6.66,6.49,6.37,11.7,12.3,12.2,2.567711,1.656172,2.302415,2.830649,3.929738,2.27,2.88,2.93
671.3393,16.55739,9.893615,8.445367,10.29804,19.62987,14.19697,17.45189,7.792649,8.139384,30.29328,26.56578,13.04273,13.51925,14.93249,32.82161,33,19.37606,19.98766,18.58429,20.21038,16.89134,5.295981,4.521701,4.632469,8.810797,7.858707,11.7385,14.20691,17.9,19.6,20,3.32,4.26,3.69,6.72,6.52,6.45,11.8,12.4,12.3,2.597816,1.540125,2.256426,2.878392,4.004897,2.27,3,2.87
672.3035,16.53763,9.89314,8.540295,10.36891,19.75072,14.30283,17.55375,7.824276,8.188867,30.2038,26.55213,12.92745,13.54684,14.88147,32.81863,33,19.45213,20.0047,18.86977,20.27443,16.87611,5.327337,4.548247,4.699293,8.889276,7.911599,11.83006,14.24823,18,19.7,20.1,3.4,4.33,3.72,6.78,6.56,6.56,11.8,12.5,12.5,2.653872,1.435403,2.254551,2.934704,4.080374,2.29,3.12,2.88
673.2678,16.52308,9.899375,8.667894,10.41395,19.87458,14.43849,17.67668,7.85136,8.274007,30.11653,26.52995,12.85901,13.57579,14.84792,32.821,33,19.52808,20.03971,19.12328,20.36823,16.89562,5.313564,4.578993,4.758418,8.968501,7.951276,11.96559,14.30054,18,19.8,20.1,3.51,4.39,3.77,6.81,6.58,6.7,11.9,12.6,12.6,2.728287,1.351754,2.290484,2.991339,4.134624,2.31,3.21,2.93
674.232,16.50581,9.916296,8.800887,10.42489,19.96901,14.57489,17.80793,7.871303,8.378958,30.03269,26.48955,12.83657,13.59134,14.82931,32.81077,33.1,19.58534,20.07919,19.31278,20.46559,16.9354,5.246521,4.608173,4.794441,9.031787,7.967747,12.11398,14.34524,18.1,19.8,20.1,3.65,4.43,3.83,6.79,6.58,6.83,12,12.7,12.8,2.811963,1.294204,2.357633,3.045547,4.152356,2.34,3.26,3.02
675.1962,16.48902,9.947676,8.915545,10.4078,20.01367,14.69712,17.94454,7.891166,8.493044,29.96074,26.43296,12.857,13.58761,14.82985,32.78028,33.2,19.61579,20.11497,19.43326,20.54479,16.99241,5.137502,4.631705,4.801581,9.077981,7.966097,12.24658,14.38002,18.2,19.9,20.1,3.77,4.44,3.89,6.74,6.55,6.96,12.1,12.8,12.8,2.900868,1.26613,2.455369,3.103335,4.133498,2.36,3.28,3.12
676.1605,16.48955,9.996423,8.99719,10.38074,20.00692,14.80671,18.09306,7.923706,8.614632,29.91644,26.37606,12.91871,13.57034,14.85913,32.73689,33.3,19.62585,20.14822,19.50593,20.59798,17.07525,5.015303,4.648729,4.784755,9.12065,7.96498,12.34612,14.41988,18.4,19.9,20.2,3.87,4.45,3.97,6.68,6.52,7.06,12.2,12.8,12.9,2.996714,1.272726,2.588886,3.176768,4.09501,2.39,3.27,3.22
677.1247,16.53163,10.06121,9.040233,10.36522,19.96324,14.9149,18.26152,7.979479,8.747503,29.91529,26.34185,13.02081,13.55182,14.92489,32.69888,33.6,19.63287,20.18702,19.56416,20.6313,17.19561,4.916136,4.660632,4.754947,9.178678,7.987607,12.40839,14.48658,18.6,20,20.2,3.94,4.48,4.05,6.64,6.51,7.13,12.3,12.9,12.9,3.101427,1.319159,2.762351,3.275862,4.064241,2.43,3.26,3.32
678.0889,16.63464,10.13296,9.044537,10.37561,19.90386,15.03146,18.44829,8.059246,8.892886,29.96138,26.34829,13.15882,13.54149,15.02518,32.68541,33.8,19.65588,20.23932,19.63373,20.65694,17.35617,4.870058,4.668389,4.722231,9.263849,8.04989,12.43795,14.5928,18.9,20.1,20.2,3.97,4.53,4.17,6.65,6.55,7.16,12.4,12.9,12.9,3.209511,1.403113,2.96953,3.398947,4.066916,2.48,3.25,3.41
679.0532,16.80156,10.19457,9.011469,10.4121,19.84639,15.15531,18.63524,8.150819,9.042783,30.03951,26.39739,13.32026,13.53844,15.14543,32.70585,34,19.70571,20.306,19.71775,20.68293,17.54252,4.890003,4.670021,4.69069,9.372542,8.152074,12.44184,14.73003,19.1,20.2,20.3,3.97,4.6,4.3,6.71,6.64,7.15,12.5,12.9,13,3.304,1.510878,3.188058,3.527462,4.115634,2.55,3.25,3.51
680.0174,17.01443,10.22528,8.942492,10.46123,19.79882,15.27196,18.78992,8.232581,9.178773,30.11645,26.47182,13.48385,13.53076,15.26306,32.75454,34.2,19.77928,20.37821,19.79434,20.70677,17.7246,4.968095,4.660055,4.65782,9.486074,8.27833,12.42536,14.86778,19.3,20.3,20.4,3.93,4.66,4.42,6.8,6.76,7.08,12.6,12.9,13,3.359694,1.622643,3.381718,3.629799,4.204975,2.64,3.24,3.58
680.9816,17.2394,10.20845,8.841137,10.50363,19.76045,15.35866,18.87716,8.282818,9.277358,30.15255,26.54126,13.62364,13.50218,15.35716,32.81313,34.3,19.86103,20.44076,19.82792,20.71662,17.86777,5.08029,4.632141,4.618066,9.579414,8.404207,12.3916,14.96501,19.4,20.4,20.4,3.87,4.71,4.53,6.9,6.89,6.95,12.6,12.8,13.1,3.353082,1.721361,3.510829,3.673602,4.315897,2.72,3.21,3.63
681.9459,17.43908,10.13912,8.716737,10.52481,19.72796,15.39445,18.87475,8.290512,9.319741,30.11886,26.57532,13.71671,13.44252,15.41806,32.85943,34.3,19.93037,20.4798,19.78815,20.69849,17.94796,5.196778,4.58418,4.567912,9.633308,8.50769,12.34396,14.98851,19.4,20.4,20.3,3.8,4.72,4.59,6.98,6.98,6.77,12.6,12.7,13.1,3.274375,1.798287,3.546524,3.640623,4.426505,2.79,3.15,3.63
682.9101,17.58614,10.02776,8.586836,10.5228,19.70206,15.36964,18.78514,8.261826,9.301615,30.0118,26.55691,13.75043,13.35598,15.45173,32.87769,34.3,19.97119,20.49064,19.66667,20.64488,17.96217,5.293095,4.523106,4.509409,9.643103,8.578023,12.28899,14.92881,19.3,20.4,20.2,3.72,4.69,4.6,7.03,7.03,6.55,12.5,12.6,13.2,3.135474,1.85374,3.482388,3.53667,4.522258,2.85,3.07,3.57
683.8743,17.67182,9.898104,8.475665,10.50878,19.68993,15.28996,18.63692,8.218268,9.237801,29.85756,26.48938,13.7259,13.26232,15.4764,32.86534,34.1,19.97873,20.48115,19.48321,20.55955,17.9283,5.356828,4.465899,4.450101,9.619728,8.618114,12.2367,14.80539,19.1,20.3,20.1,3.67,4.65,4.59,7.05,7.02,6.34,12.4,12.4,13.2,2.969189,1.894573,3.337846,3.391736,4.599654,2.9,2.98,3.47
684.8386,17.70561,9.779557,8.408314,10.50045,19.70145,15.17347,18.4747,8.187084,9.15842,29.70373,26.39409,13.65592,13.18994,15.5128,32.83311,33.9,19.96071,20.46905,19.278,20.45593,17.87391,5.387431,4.435193,4.399595,9.582756,8.6398,12.19752,14.65856,18.9,20.2,20,3.66,4.62,4.56,7.06,6.99,6.17,12.3,12.2,13.2,2.81934,1.930117,3.151591,3.250128,4.662264,2.94,2.93,3.34
685.8028,17.70731,9.697602,8.403117,10.51205,19.74162,15.04272,18.34203,8.188807,9.097448,29.6015,26.30035,13.55902,13.16406,15.57298,32.79876,33.8,19.93269,20.47444,19.09494,20.35073,17.82072,5.390716,4.451036,4.365239,9.549867,8.654994,12.17738,14.53258,18.8,20.1,19.9,3.68,4.61,4.55,7.07,6.96,6.07,12.2,12.1,13.2,2.725667,1.968057,2.968179,3.154861,4.712986,3,2.92,3.2
686.767,17.69628,9.666538,8.46608,10.54684,19.80409,14.91691,18.26555,8.228596,9.079082,29.58667,26.23314,13.45302,13.19641,15.65363,32.7784,33.7,19.91065,20.51158,18.96439,20.25709,17.77359,5.372698,4.522828,4.350079,9.528942,8.667962,12.17436,14.45862,18.7,20.1,19.9,3.75,4.63,4.57,7.1,6.96,6.04,12.1,12.1,13.2,2.710255,2.01116,2.824234,3.133204,4.74844,3.05,2.97,3.08
687.7313,17.68395,9.688216,8.590491,10.59622,19.87103,14.80861,18.24799,8.29607,9.1092,29.66822,26.20534,13.35166,13.28202,15.73823,32.78009,33.7,19.9052,20.58447,18.89471,20.18169,17.72097,5.337663,4.645853,4.354618,9.517469,8.673532,12.18011,14.44642,18.6,20,19.9,3.82,4.69,4.62,7.15,7.02,6.08,12.1,12.1,13.2,2.772245,2.055777,2.740546,3.190149,4.759537,3.11,3.07,2.99
688.6955,17.67359,9.756939,8.762332,10.64678,19.92127,14.7264,18.27351,8.374126,9.177193,29.82977,26.2184,13.2662,13.40522,15.80758,32.80356,33.8,19.92052,20.68897,18.87669,20.12824,17.64672,5.292316,4.804839,4.381586,9.510089,8.663121,12.18686,14.48827,18.5,20,19.9,3.9,4.77,4.69,7.19,7.14,6.15,12.1,12.1,13.2,2.894233,2.093678,2.722853,3.313093,4.738627,3.16,3.2,2.94
689.6597,17.66735,9.867981,8.96936,10.69229,19.94513,14.68194,18.32282,8.452948,9.267651,30.04294,26.27102,13.21093,13.55268,15.85426,32.84679,33.9,19.9591,20.82063,18.89805,20.10555,17.54807,5.253756,4.983826,4.441377,9.510823,8.636462,12.19746,14.57302,18.4,19.9,19.9,3.97,4.86,4.76,7.24,7.31,6.24,12.1,12.2,13.1,3.056933,2.117955,2.769332,3.485007,4.690282,3.2,3.36,2.94
690.624,17.67655,10.02587,9.210175,10.74559,19.96041,14.69755,18.39142,8.543234,9.376374,30.28697,26.37122,13.20972,13.72744,15.8944,32.91639,34,20.03,20.9851,18.96105,20.13625,17.45129,5.25661,5.178596,4.555847,9.543993,8.613948,12.23452,14.70321,18.4,19.9,19.9,4.05,4.97,4.85,7.31,7.51,6.36,12.1,12.4,13.1,3.253722,2.130702,2.880191,3.699197,4.640652,3.25,3.52,3.02
691.5882,17.72999,10.24936,9.499577,10.84496,20.02284,14.8107,18.50299,8.683055,9.523107,30.56577,26.54556,13.29977,13.95728,15.97143,33.03696,34.1,20.15674,21.20603,19.09465,20.26181,17.41798,5.354951,5.406467,4.758866,9.658255,8.6439,12.3441,14.90706,18.4,20,20,4.16,5.1,4.98,7.43,7.75,6.53,12.3,12.6,13.2,3.497963,2.147949,3.065199,3.968877,4.640333,3.35,3.72,3.2
692.5524,17.87571,10.57149,9.868079,11.05174,20.22551,15.07309,18.71268,8.935314,9.755417,30.91548,26.84085,13.53043,14.29326,16.14978,33.25479,34.4,20.38086,21.52673,19.35617,20.54123,17.53816,5.616904,5.708935,5.092956,9.921163,8.800982,12.59206,15.2402,18.7,20.2,20.2,4.36,5.3,5.19,7.65,8.06,6.8,12.5,12.9,13.4,3.821477,2.198409,3.346467,4.328008,4.758134,3.53,3.98,3.52
693.5167,18.1749,11.03488,10.35564,11.43927,20.68539,15.54388,19.09905,9.376117,10.1418,31.39947,27.31672,13.95657,14.79859,16.50054,33.63285,34.7,20.75851,22.00398,19.82149,21.04355,17.9118,6.112863,6.145248,5.602334,10.40585,9.174972,13.05331,15.77636,19.1,20.7,20.7,4.7,5.65,5.54,8.04,8.48,7.23,13,13.4,13.9,4.266788,2.316175,3.755085,4.823356,5.066944,3.86,4.35,4.04
694.4809,18.6895,11.68333,11.00138,12.07624,21.51947,16.27841,19.74748,10.07712,10.75585,32.09246,28.03128,14.62769,15.53186,17.08385,34.23764,35.3,21.34976,22.69542,20.56726,21.83623,18.62437,6.900081,6.778226,6.323712,11.17419,9.852262,13.79673,16.59042,19.9,21.5,21.4,5.23,6.2,6.1,8.65,9.06,7.89,13.7,14.2,14.6,4.875916,2.530838,4.322012,5.500885,5.625552,4.39,4.88,4.79
695.4451,19.46705,12.55119,11.83201,13.00856,22.81599,17.31458,20.72928,11.08622,11.65597,33.05874,29.02413,15.57513,16.53002,17.93301,35.12053,36.1,22.2024,23.64356,21.65069,22.97171,19.72373,8.00695,7.656008,7.27658,12.26102,10.89441,14.86893,17.73857,21.1,22.7,22.6,6,7.02,6.9,9.51,9.87,8.81,14.7,15.2,15.6,5.677024,2.859352,5.066896,6.390882,6.461714,5.12,5.61,5.79
696.4094,20.5265,13.65195,12.85116,14.24391,24.60732,18.65949,22.08115,12.41083,12.86598,34.3306,30.30148,16.80026,17.79545,19.04399,36.29855,37.2,23.33406,24.86066,23.09204,24.47392,21.20478,9.42027,8.79431,8.454606,13.66233,12.3186,16.27962,19.24037,22.5,24.3,24.2,7,8.11,7.95,10.6,10.9,10,16,16.5,17,6.671852,3.301991,5.989671,7.495838,7.562096,6.06,6.55,7.04
697.3736,21.84801,14.96777,14.03185,15.74192,26.85038,20.27858,23.7888,14.00718,14.36134,35.89227,31.82691,18.26615,19.28909,20.37173,37.73988,38.5,24.71752,26.31785,24.86292,26.32546,23.00445,11.07892,10.16375,9.819381,15.32864,14.08447,17.99104,21.0657,24.4,26.2,26.1,8.21,9.45,9.22,12,12.2,11.4,17.5,18.1,18.6,7.82895,3.842248,7.066613,8.783169,8.87204,7.16,7.67,8.49
698.3378,23.36864,16.4422,15.31328,17.41191,29.41969,22.09005,25.77785,15.77813,16.06416,37.67254,33.51966,19.89462,20.93024,21.83267,39.35865,40,26.2741,27.94107,26.88132,28.45713,25.00681,12.87619,11.68599,11.29792,17.16457,16.09045,19.91329,23.12897,26.4,28.4,28.4,9.58,11,10.6,13.5,13.7,13,19.3,19.8,20.4,9.084761,4.449433,8.249036,10.18357,10.30314,8.36,8.92,10.1
699.3021,24.98476,17.97905,16.60384,19.11924,32.11617,23.96709,27.91432,17.58093,17.84789,39.54782,35.26055,21.57007,22.60249,23.31278,41.02169,41.6,27.87821,29.61536,29.01401,30.7426,27.05598,14.67099,13.24059,12.78558,19.03547,18.18129,21.9076,25.29143,28.4,30.7,30.7,11,12.5,12.1,15.1,15.2,14.6,21.1,21.5,22.4,10.35034,5.08251,9.463503,11.59524,11.74435,9.56,10.2,11.6
700.2663,26.56126,19.44977,17.79088,20.70082,34.69226,25.74975,30.01648,19.24519,19.55167,41.35571,36.90503,23.15097,24.16534,24.68019,42.56718,43,29.3739,31.19759,31.08696,33.00275,28.97485,16.3062,14.68188,14.1559,20.78155,20.16676,23.79944,27.37307,30.4,32.9,33,12.3,13.9,13.5,16.6,16.7,16.1,22.9,23.2,24.2,11.52096,5.693985,10.61519,12.89436,13.0739,10.7,11.4,13.1
701.2305,27.94735,20.71028,18.75697,21.98873,36.88991,27.26643,31.87827,20.59912,21.00286,42.91794,38.30173,24.48878,25.4711,25.80192,43.83172,44.2,30.60081,32.53651,32.90486,35.02358,30.58764,17.63117,15.8626,15.27754,22.23867,21.84924,25.40182,29.17445,32,34.8,35,13.5,15.1,14.7,17.9,18,17.4,24.3,24.7,25.8,12.48787,6.233603,11.59699,13.95171,14.1717,11.5,12.4,14.2
702.1948,28.99785,21.62529,19.40014,22.83865,38.48449,28.36212,33.30219,21.49965,22.04508,44.06942,39.31456,25.45146,26.38611,26.56318,44.67997,45,31.42425,33.49709,34.27933,36.58803,31.74454,18.52465,16.65948,16.03619,23.26348,23.05584,26.5461,30.50718,33.2,36.2,36.4,14.3,15.9,15.5,18.9,19,18.3,25.4,25.7,26.9,13.15238,6.652669,12.305,14.65386,14.93304,12.1,13.2,15
703.159,29.59737,22.09483,19.65349,23.15753,39.3251,28.92765,34.13581,21.85958,22.56655,44.68817,39.84449,25.94681,26.81351,26.88663,45.02975,45.4,31.76193,33.98436,35.0619,37.51677,32.34487,18.91369,16.99505,16.35662,23.75814,23.66849,27.11407,31.22822,33.8,36.9,37.3,14.7,16.1,16,19.5,19.4,18.7,26,26.2,27.5,13.44182,6.909992,12.65822,14.92506,15.28369,12.3,13.5,15.4
704.1232,29.68232,22.07566,19.49895,22.92321,39.361,28.92193,34.30298,21.66436,22.5222,44.71922,39.84665,25.93946,26.71262,26.74719,44.86608,45.3,31.60012,33.96099,35.1744,37.70731,32.35399,18.78454,16.8508,16.21868,23.68863,23.64488,27.0628,31.26921,33.7,37,37.3,14.6,15.9,16,19.5,19.4,18.7,26,26.2,27.5,13.32435,6.979361,12.61709,14.74427,15.19389,12.2,13.4,15.3
705.0875,29.25476,21.59078,18.97058,22.18964,38.64699,28.38024,33.82016,20.97317,21.94307,44.18555,39.33803,25.45664,26.10903,26.17792,44.24042,44.7,30.99397,33.45372,34.62724,37.15916,31.80888,18.18268,16.26854,15.66191,23.09109,23.02446,26.43393,30.65197,33,36.4,36.7,14.1,15.3,15.6,19.1,18.9,18.2,25.5,25.6,26.8,12.81834,6.856789,12.19462,14.15153,14.68704,11.6,12.9,14.8
706.0517,28.38325,20.7234,18.14624,21.07497,37.32549,27.40509,32.79156,19.90325,20.92914,43.1822,38.39298,24.58054,25.09077,25.26419,43.2559,43.8,30.052,32.54617,33.51864,35.97505,30.80928,17.20204,15.33968,14.7764,22.06316,21.91747,25.34321,29.48342,31.9,35.3,35.5,13.3,14.3,14.9,18.3,18,17.3,24.6,24.6,25.7,11.99198,6.564428,11.45552,13.24012,13.83844,10.9,12.1,14
707.0159,27.18933,19.59702,17.12992,19.73498,35.59053,26.14174,31.38318,18.6021,19.62659,41.8542,37.12722,23.42938,23.79007,24.12651,42.04288,42.7,28.90915,31.35978,32.01259,34.33656,29.49538,15.96556,14.18529,13.68245,20.74238,20.47959,23.9525,27.93015,30.4,33.9,33.8,12.2,13.2,13.9,17.2,16.8,16.1,23.4,23.2,24.3,10.95128,6.148336,10.50237,12.13556,12.76228,9.93,11.1,12.9
707.9802,25.82298,18.34791,16.03031,18.32926,33.64453,24.74587,29.7831,17.21609,18.19563,40.36478,35.67449,22.13262,22.35532,22.89625,40.7324,41.5,27.697,30.02826,30.3016,32.46093,28.01804,14.60243,12.93239,12.50512,19.27782,18.87937,22.4326,26.17985,28.8,32.3,32,11,12,12.7,15.9,15.5,14.8,22,21.7,22.7,9.818516,5.669417,9.452581,10.96715,11.58889,8.95,9.93,11.8
708.9444,24.43364,17.09863,14.94226,16.99035,31.6602,23.35321,28.16039,15.86485,16.77824,38.86306,34.16278,20.80758,20.92149,21.6911,39.43458,40.3,26.52011,28.67277,28.56532,30.55313,26.5103,13.22737,11.69224,11.35149,17.80337,17.26748,20.92854,24.40193,27.1,30.7,30.1,9.84,10.8,11.5,14.7,14.2,13.4,20.6,20.2,21.2,8.707437,5.189855,8.413706,9.841269,10.43863,8.02,8.82,10.6
709.9086,23.14441,15.93998,13.93555,15.80446,29.75782,22.05966,26.6351,14.62784,15.47527,37.46089,32.69664,19.54381,19.58806,20.59719,38.22723,39.2,25.44437,27.38467,26.93815,28.76835,25.0686,11.92713,10.54608,10.29669,16.41979,15.75556,19.53786,22.71951,25.6,29.1,28.4,8.76,9.74,10.3,13.5,13,12.1,19.3,18.9,19.7,7.70304,4.759514,7.465055,8.825331,9.400459,7.21,7.81,9.48
710.8729,22.03556,14.92463,13.05241,14.80783,28.00153,20.91574,25.26734,13.54457,14.33841,36.22372,31.34939,18.39778,18.41035,19.66196,37.15493,38.2,24.4987,26.21918,25.49496,27.19514,23.74814,10.75587,9.540282,9.381102,15.18892,14.40875,18.30668,21.2,24.3,27.6,26.9,7.83,8.84,9.33,12.4,11.8,11,18.1,17.6,18.5,6.852226,4.406644,6.650816,7.946762,8.521781,6.54,6.95,8.49
711.8371,21.13998,14.07132,12.31116,13.99696,26.41157,19.93349,24.06553,12.62489,13.37704,35.17529,30.16463,17.39655,17.40446,18.89766,36.2357,37.4,23.68573,25.19918,24.25653,25.86023,22.57081,9.738302,8.689989,8.61659,14.13806,13.25057,17.24136,19.86365,23.1,26.3,25.6,7.06,8.1,8.48,11.5,10.9,10,17,16.6,17.5,6.166337,4.134938,5.984281,7.203933,7.811406,6.03,6.26,7.63
712.8013,20.44955,13.37497,11.71198,13.34567,24.9843,19.10011,23.00722,11.86265,12.57422,34.31072,29.16293,16.54593,16.5609,18.29144,35.47018,36.7,22.99533,24.3252,23.20888,24.74816,21.53961,8.876799,7.987086,7.996889,13.26941,12.2755,16.32742,18.70273,22.1,25.2,24.5,6.44,7.51,7.8,10.7,10.1,9.26,16,15.8,16.6,5.631145,3.926745,5.457918,6.58083,7.251824,5.64,5.72,6.9
713.7656,19.9282,12.81697,11.24139,12.82126,23.71064,18.39141,22.06208,11.24585,11.90396,33.61048,28.34892,15.83833,15.85952,17.81672,34.84892,36.2,22.4148,23.58613,22.32577,23.82461,20.65155,8.158703,7.408654,7.506383,12.5689,11.46276,15.54643,17.70081,21.4,24.2,23.6,5.95,7.05,7.28,10.1,9.36,8.62,15.3,15.1,16,5.217995,3.751371,5.052711,6.057612,6.813703,5.35,5.32,6.29
714.7298,19.5262,12.37188,10.87462,12.39403,22.58611,17.78063,21.20779,10.75954,11.34306,33.04987,27.71533,15.25776,15.2799,17.4422,34.35592,35.7,21.93292,22.96687,21.58439,23.05378,19.90363,7.562027,6.924026,7.123997,12.01142,10.78667,14.88418,16.84439,20.7,23.4,22.8,5.56,6.7,6.88,9.55,8.77,8.12,14.7,14.6,15.4,4.892246,3.576479,4.743039,5.614398,6.466434,5.13,5.02,5.8
715.694,19.19189,12.01002,10.57757,12.03933,21.61123,17.24187,20.435,10.38262,10.87498,32.60216,27.24412,14.78182,14.80466,17.13775,33.96941,35.3,21.53874,22.45189,20.96992,22.40578,19.29097,7.059813,6.500959,6.822962,11.56316,10.22171,14.3298,16.12442,20.2,22.8,22.2,5.25,6.42,6.57,9.14,8.27,7.71,14.2,14.2,15,4.618774,3.379121,4.497915,5.230914,6.182636,4.94,4.79,5.42
716.6583,18.87984,11.69872,10.31093,11.73509,20.78607,16.75068,19.74276,10.0842,10.48766,32.23787,26.90681,14.38344,14.41745,16.87792,33.66263,35,21.21844,22.02622,20.47076,21.85586,18.8012,6.624383,6.111749,6.570428,11.1844,9.743812,13.87063,15.53141,19.9,22.3,21.6,5,6.19,6.32,8.82,7.83,7.38,13.8,13.8,14.7,4.36593,3.152681,4.282107,4.886226,5.938493,4.75,4.6,5.13
717.6225,18.55676,11.40571,10.03817,11.45949,20.10533,16.28564,19.13079,9.825418,10.16939,31.92475,26.66721,14.03464,14.09978,16.64421,33.40682,34.8,20.9541,21.67616,20.07139,21.38121,18.41088,6.232138,5.738636,6.330845,10.8359,9.330955,13.48897,15.05075,19.6,21.9,21.2,4.78,5.98,6.08,8.56,7.45,7.1,13.5,13.6,14.3,4.109265,2.907754,4.059987,4.56086,5.7135,4.53,4.44,4.9
718.5867,18.20602,11.10579,9.735761,11.19226,19.55781,15.83228,18.59405,9.568753,9.906689,31.63132,26.48789,13.71304,13.83074,16.42628,33.17686,34.6,20.72639,21.39093,19.74926,20.96054,18.08823,5.868338,5.377018,6.073827,10.48866,8.965409,13.16418,14.66303,19.4,21.5,20.8,4.58,5.76,5.84,8.33,7.11,6.86,13.3,13.3,14,3.835588,2.667223,3.802717,4.241009,5.492174,4.26,4.26,4.69
719.551,17.83013,10.78851,9.401885,10.91933,19.13016,15.38837,18.12322,9.290947,9.685679,31.33412,26.33918,13.40898,13.59112,16.2218,32.95751,34.4,20.52029,21.16443,19.47837,20.57815,17.80207,5.530466,5.035238,5.783365,10.13356,8.637433,12.87928,14.35015,19.1,21.2,20.4,4.39,5.51,5.57,8.09,6.81,6.65,13.1,13,13.6,3.546628,2.457457,3.496985,3.923183,5.267566,3.93,4.05,4.49
720.5152,17.44925,10.46296,9.058791,10.63816,18.81115,14.96684,17.70954,8.992703,9.495823,31.02495,26.20705,13.12937,13.36983,16.03468,32.74696,34.2,20.33032,20.99527,19.23736,20.22985,17.53265,5.228428,4.731019,5.46349,9.785315,8.348061,12.6277,14.10295,18.9,20.9,20,4.21,5.25,5.29,7.84,6.55,6.47,12.8,12.7,13.2,3.259942,2.299172,3.15165,3.617352,5.044144,3.57,3.82,4.28
721.4794,17.09463,10.15628,8.746305,10.35985,18.59331,14.59328,17.35026,8.69939,9.333241,30.71376,26.09545,12.89536,13.16853,15.87218,32.5551,33.9,20.16185,20.88412,19.01719,19.9256,17.27829,4.980716,4.485705,5.136791,9.47736,8.108299,12.41591,13.92486,18.6,20.5,19.7,4.05,4.99,5.01,7.59,6.33,6.34,12.6,12.4,12.8,3.004336,2.202419,2.798211,3.34636,4.837087,3.22,3.56,4.05
722.4437,16.79796,9.90521,8.50771,10.10563,18.47051,14.297,17.05046,8.45129,9.200947,30.42439,26.0212,12.73348,13.00079,15.74114,32.3969,33.7,20.02676,20.82908,18.8238,19.68545,17.05367,4.807291,4.317784,4.835566,9.248185,7.933916,12.25916,13.82777,18.3,20.2,19.4,3.93,4.77,4.75,7.37,6.18,6.26,12.4,12.1,12.5,2.809566,2.167443,2.482749,3.139911,4.666713,2.92,3.32,3.83
723.4079,16.58005,9.743279,8.37335,9.898726,18.43329,14.09882,16.81976,8.287164,9.105245,30.18423,26.00288,12.66357,12.88525,15.64432,32.28376,33.6,19.93525,20.82125,18.67371,19.52909,16.88032,4.721476,4.23709,4.5892,9.124792,7.837619,12.17179,13.82134,18,19.9,19.1,3.85,4.62,4.54,7.19,6.09,6.23,12.3,11.9,12.3,2.695091,2.187138,2.251056,3.023786,4.549468,2.71,3.12,3.62
724.3721,16.44363,9.688365,8.348797,9.755093,18.46476,14.00077,16.66573,8.228152,9.050137,30.01222,26.0488,12.68865,12.83571,15.57781,32.21734,33.5,19.88837,20.84305,18.58419,19.46395,16.77422,4.723744,4.240815,4.41336,9.110709,7.822011,12.1564,13.9011,17.8,19.7,19,3.83,4.55,4.39,7.07,6.08,6.24,12.2,11.8,12.2,2.664694,2.246019,2.132628,3.008018,4.489179,2.61,2.98,3.46
725.3364,16.37351,9.736109,8.412783,9.677645,18.54013,13.98298,16.58794,8.269019,9.032877,29.91056,26.14972,12.79171,12.85317,15.5313,32.18893,33.4,19.87533,20.87059,18.5628,19.47826,16.7369,4.799912,4.312965,4.305899,9.184123,7.876481,12.19785,14.04235,17.7,19.6,19,3.86,4.54,4.3,7.01,6.14,6.27,12.1,11.7,12.2,2.707682,2.318346,2.130584,3.079538,4.472842,2.6,2.92,3.34
726.3006,16.34467,9.862038,8.525758,9.656633,18.63165,14.01019,16.57598,8.380309,9.043144,29.86442,26.28016,12.94093,12.92362,15.49187,32.18424,33.4,19.8778,20.88009,18.6015,19.54321,16.75455,4.924864,4.42842,4.251012,9.306501,7.979358,12.26601,14.20408,17.7,19.5,19,3.93,4.57,4.26,7,6.22,6.31,12.1,11.7,12.3,2.801749,2.37238,2.222156,3.203737,4.473805,2.64,2.93,3.27
727.2648,16.33451,10.03113,8.645027,9.675765,18.71771,14.04495,16.61266,8.519896,9.066071,29.84941,26.40761,13.10118,13.0227,15.45001,32.19069,33.4,19.87891,20.85634,18.67826,19.62375,16.8048,5.070393,4.560296,4.229122,9.437502,8.10431,12.32644,14.34207,17.7,19.4,19.1,4,4.61,4.26,6.99,6.32,6.32,12.1,11.7,12.4,2.917031,2.381447,2.369261,3.335477,4.461877,2.71,2.98,3.25
